Job Title,Company,Location,
Software Developer/Engineer,BBC Technologies,location: WaikatoWaikato,https://www.seek.co.nz/job/39068059?type=standard&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Full Time Night Auditor,James Cook Hotel Grand Chancellor,location: WellingtonWellington,https://www.seek.co.nz/job/39067995?type=standard&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Global Brand Manager,New Zealand King Salmon,location: TasmanTasman,https://www.seek.co.nz/job/39067991?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
DIGITAL MARKETING MANAGER,Pohlen Partners,location: AucklandAuckland,https://www.seek.co.nz/job/39067831?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Governance Specialist & Reporting Lead,Gaulter Russell Numero NZ Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39067830?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Information Systems Analyst,Datacom is one of Australasia’s largest professional IT services companies,location: AucklandAuckland,https://www.seek.co.nz/job/39067698?type=standout&amp;searchrequesttoken=3f04b37e-9c98-4084-894c-82629fd8c38f
Project Administrator,Auckland,location: AucklandAuckland,https://www.seek.co.nz/job/39067436?type=standard&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Product Manager - Milking & Dairy Farming,GEA New Zealand,location: WaikatoWaikato,https://www.seek.co.nz/job/38860710?type=standard&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Procurement Analyst,Chandler Macleod NZ,location: AucklandAuckland,https://www.seek.co.nz/job/39067390?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Program Analyst and Operations Coordinator,Activ8,location: AucklandAuckland,https://www.seek.co.nz/job/39067169?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Procurement Analyst,Chandler Macleod NZ,location: AucklandAuckland,https://www.seek.co.nz/job/39067059?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Finance Partner,BNZ,location: AucklandAuckland,https://www.seek.co.nz/job/39067013?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
"NZ Programs Manager, Community Impact Services – Auckland",EY,location: AucklandAuckland,https://www.seek.co.nz/job/39066682?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Head of Customer Success,Figured Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39066669?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Assistant Category Manager - Gifts & Souvenirs,Lagardere Travel Retail,location: AucklandAuckland,https://www.seek.co.nz/job/39066477?type=standard&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
HR Coordinator,Fonterra Co-operative Group Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39066292?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Senior Commercial Analyst,Simply Group,location: AucklandAuckland,https://www.seek.co.nz/job/39065969?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
ACCOUNTS RECIEVABLE / ACCOUNTS PAYABLE - Temp 4 - 6 months,KINGS RECRUITMENT LTD,location: AucklandAuckland,https://www.seek.co.nz/job/39065957?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
ACCOUNTS RECIEVABLE / ACCOUNTS PAYABLE - Temp 4 - 6 months,KINGS RECRUITMENT LTD,location: AucklandAuckland,https://www.seek.co.nz/job/39065946?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Marketing Assistant,Ryman Healthcare,location: AucklandAuckland,https://www.seek.co.nz/job/39065637?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Manager Flight Operations Safety and Quality (International),HNZ,location: TasmanTasman,https://www.seek.co.nz/job/39065602?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Payroll Manager,Partners Life,location: AucklandAuckland,https://www.seek.co.nz/job/39065506?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Financial Analyst,Hays Accountancy & Finance,location: CanterburyCanterbury,https://www.seek.co.nz/job/39065450?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Technical Services Manager,Master Electricians,location: WellingtonWellington,https://www.seek.co.nz/job/39065432?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Manager Data Management,NZ Transport Agency,location: WellingtonWellington,https://www.seek.co.nz/job/39065429?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Asset Strategy and Performance Analyst,DOWNER NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39065425?type=standout&amp;searchrequesttoken=ec298c5d-abb0-451c-bfb5-778d033c848b
Asset Strategy and Performance Analyst,DOWNER NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39065424?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Asset Strategy and Performance Analyst,DOWNER NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39065423?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Reporting Analyst,DOWNER NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39065413?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Reporting Analyst,DOWNER NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39065412?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Reporting Analyst,DOWNER NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39065411?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
File Coordinator Section 1,New Zealand Police,location: ManawatuManawatu,https://www.seek.co.nz/job/39065309?type=standard&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
System Intelligence Manager and Strategic Insights Manager,Ministry of Housing and Urban Development,location: WellingtonWellington,https://www.seek.co.nz/job/39065307?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Supervising Typist,New Zealand Police,location: ManawatuManawatu,https://www.seek.co.nz/job/39065261?type=standard&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
On-Street Parking Team Leader,Wellington City Council,location: WellingtonWellington,https://www.seek.co.nz/job/39065235?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
On-Street Parking Team Leader,Wellington City Council,location: WellingtonWellington,https://www.seek.co.nz/job/39065234?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
"Planning and Marine Targeting Specialist (Senior Customs Officer, Grade 1)",New Zealand Customs Service,location: AucklandAuckland,https://www.seek.co.nz/job/39065217?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Performance Analyst,Hunter Campbell Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39065190?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
System Intelligence Manager and Strategic Insights Manager,Ministry of Housing and Urban Development,location: WellingtonWellington,https://www.seek.co.nz/job/39065167?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Head of Integration & Data,Randstad Technologies,location: TaranakiTaranaki,https://www.seek.co.nz/job/39064412?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Digital Marketing Manager - exciting digital startup,Jobmedia,location: AucklandAuckland,https://www.seek.co.nz/job/39063571?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Client Manager,LeasePlan Australia and New Zealand,location: CanterburyCanterbury,https://www.seek.co.nz/job/39062282?type=standard&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Category Assistant,GPC Asia Pacific,location: AucklandAuckland,https://www.seek.co.nz/job/39062032?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Financial Analyst,Hays Accountancy & Finance,location: AucklandAuckland,https://www.seek.co.nz/job/39061991?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Digital Marketing Specialist,Absolute IT - 98.9%* of placed candidates will recommend us to others,location: AucklandAuckland,https://www.seek.co.nz/job/39061784?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Intermediate Data Scientist,Marketview Limited,location: WellingtonWellington,https://www.seek.co.nz/job/39061672?type=standout&amp;searchrequesttoken=12afe1c6-a1ad-4280-9b75-5013ba7cf26d
Strategic Marketing & Communications Manager,Bay Venues Limited,location: Bay of PlentyBay of Plenty,https://www.seek.co.nz/job/39061246?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Imports Coordinator,U.B. Freight Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39061228?type=standard&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Accounts & Office Administrator,The Recruitment Alternative,location: AucklandAuckland,https://www.seek.co.nz/job/39061086?type=standard&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Digital Content and EDM Specialist - 6 Month FTC,Tribe (New Zealand) Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39060995?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Senior Design Engineer - Helicopters,Airwork NZ Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39060923?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Digital Coordinator-direct mail and targeted offers,Woolworths NZ Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39060748?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Procurement Specialist,Massey University,location: WellingtonWellington,https://www.seek.co.nz/job/39060726?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Customer Success Manager,Coretex,location: AucklandAuckland,https://www.seek.co.nz/job/39060665?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Senior Project Planner,Ghella Abergeldie JV,location: AucklandAuckland,https://www.seek.co.nz/job/39060604?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Regional Digital Specialist - NZAU,Icebreaker,location: AucklandAuckland,https://www.seek.co.nz/job/39060412?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Digital Marketing Specialist - Part Time,Potentia: New Zealand’s Most Awarded IT Recruitment Consultancy*,location: AucklandAuckland,https://www.seek.co.nz/job/39060404?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Senior Data Scientist,salt,location: AucklandAuckland,https://www.seek.co.nz/job/39060193?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
"Senior Web Developer (MS / ReactJS) - $105,000",Absolute IT - 98.9%* of placed candidates will recommend us to others,location: AucklandAuckland,https://www.seek.co.nz/job/39060079?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Senior Data Analyst,salt,location: AucklandAuckland,https://www.seek.co.nz/job/39060053?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
"Advisor, Customer Advocate",Hays Talent Solutions,location: AucklandAuckland,https://www.seek.co.nz/job/39060009?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
"Advisor, Customer Advocate",Hays Talent Solutions,location: AucklandAuckland,https://www.seek.co.nz/job/39060010?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Lead With Pride Advisor,Synlait Milk Ltd,location: CanterburyCanterbury,https://www.seek.co.nz/job/39059755?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Senior Insights Analyst,Tribe (New Zealand) Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39059690?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
BI Developer,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: AucklandAuckland,https://www.seek.co.nz/job/39059599?type=standout&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Account Manager,Michael Page New Zealand,location: AucklandAuckland,https://www.seek.co.nz/job/39059591?type=standard&amp;searchrequesttoken=91311609-2fa2-4b51-a170-42b1933d0017
Ecommerce Manager / Digital Marketer,razzbri Recruitment Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39059094?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Information Analyst,Pegasus Health,location: CanterburyCanterbury,https://www.seek.co.nz/job/39058949?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
"Business Analyst, Services for Children and Families",Oranga Tamariki,location: WellingtonWellington,https://www.seek.co.nz/job/39058900?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Waste Assets Officer,Timaru District Council,location: CanterburyCanterbury,https://www.seek.co.nz/job/39058795?type=standard&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Food Forensics Investigator - Wellington Laboratory,AsureQuality Ltd,location: WellingtonWellington,https://www.seek.co.nz/job/39058794?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Manager - Statistical Infrastructure,Stats NZ,location: CanterburyCanterbury,https://www.seek.co.nz/job/39058766?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Manager - Statistical Infrastructure,Stats NZ,location: CanterburyCanterbury,https://www.seek.co.nz/job/39058767?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
BI (Business Intelligence) Analyst,Te Runanga o Ngai Tahu,location: CanterburyCanterbury,https://www.seek.co.nz/job/39058650?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Data Engineer,SnapComms,location: AucklandAuckland,https://www.seek.co.nz/job/39058572?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
SERVICE DELIVERY MANAGER,Auckland,location: AucklandAuckland,https://www.seek.co.nz/job/39058539?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Business Manager - Rotorua,Farmlands Co-operative,location: Bay of PlentyBay of Plenty,https://www.seek.co.nz/job/39058401?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
People Analytics and Reporting Consultant,Xero,location: AucklandAuckland,https://www.seek.co.nz/job/39058291?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Senior Brand Manager - Meadow Fresh,Goodman Fielder New Zealand Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39057970?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Sales Coordinator,Eclipse Recruitment Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39057912?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Brand Manager - Dairy,Goodman Fielder New Zealand Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39057881?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Senior Buyer - VapeSQ,Peregrine Corporation,location: AucklandAuckland,https://www.seek.co.nz/job/39057796?type=standard&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Data and Reporting Analyst,New Zealand Trade & Enterprise,location: AucklandAuckland,https://www.seek.co.nz/job/39057514?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Data and Reporting Analyst,New Zealand Trade & Enterprise,location: AucklandAuckland,https://www.seek.co.nz/job/39057513?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Senior Analyst - Research & Evaluation,WorkSafe New Zealand,location: WellingtonWellington,https://www.seek.co.nz/job/39057173?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Quality Assurance Analyst,Velocity Recruitment,location: AucklandAuckland,https://www.seek.co.nz/job/39057168?type=standout&amp;searchrequesttoken=48fea8e7-7755-468b-bdfc-e815708d63ba
Business Analysis Practice Manager,Momentum Consulting Group,location: WellingtonWellington,https://www.seek.co.nz/job/39056925?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Principal Analyst - Research & Evaluation,WorkSafe New Zealand,location: WellingtonWellington,https://www.seek.co.nz/job/39056641?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Practice Director - Data & Analytics (Wellington),Absolute IT - 98.9%* of placed candidates will recommend us to others,location: WellingtonWellington,https://www.seek.co.nz/job/39056628?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Senior Business System Analyst - Permanent,ACC,location: WellingtonWellington,https://www.seek.co.nz/job/39056322?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Senior Business System Analyst - Permanent,ACC,location: WellingtonWellington,https://www.seek.co.nz/job/39056321?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
VP Engineering,Merlot Aero Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39056278?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Finance Manager,Lynx Recruitment Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39056212?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Statistical and Data Analyst and Data System Analyst,Stats NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39056172?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Statistical and Data Analyst and Data System Analyst,Stats NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39056171?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Cyber Consultant | Wellington,Deloitte - NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39056113?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Construction Project Manager,Southbase Construction Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39056084?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Web Editor - Engagement,Ministry of Education,location: WellingtonWellington,https://www.seek.co.nz/job/39056065?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Web Editor - Engagement,Ministry of Education,location: WellingtonWellington,https://www.seek.co.nz/job/39056066?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Cadastral Surveyor - Project Manager,Coulter Elite Resourcing,location: Bay of PlentyBay of Plenty,https://www.seek.co.nz/job/39056031?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Support Services Director,Electrix Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39055965?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
"Head of Trading Equity, Derivatives & FX",Linchpin Consulting,location: WellingtonWellington,https://www.seek.co.nz/job/39055877?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Account Manager (Digital),DDB,location: AucklandAuckland,https://www.seek.co.nz/job/39055652?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
Intermediate/Senior Policy Advisors - Strategy or Legislation,Niche Consulting Group Limited,location: WellingtonWellington,https://www.seek.co.nz/job/39055639?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
BI Developer,Crew Consulting,location: SouthlandSouthland,https://www.seek.co.nz/job/39055634?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
BI Developer - Invercargill,Crew Consulting,location: WaikatoWaikato,https://www.seek.co.nz/job/39055633?type=standout&amp;searchrequesttoken=5c56a76f-d86a-4a8a-8e81-1f5e446d9e67
BI Developer - Invercargill,Crew Consulting,location: AucklandAuckland,https://www.seek.co.nz/job/39055631?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Reporting Analyst,Ministry of Education,location: WellingtonWellington,https://www.seek.co.nz/job/39055628?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Reporting Analyst,Ministry of Education,location: WellingtonWellington,https://www.seek.co.nz/job/39055627?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Accounts Administrator,Datamine Limited,location: AucklandAuckland,https://www.seek.co.nz/job/39055591?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Procurement Advisor,Alpha Recruitment - NZ,location: WellingtonWellington,https://www.seek.co.nz/job/39055519?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Office Manager,SRS Group,location: AucklandAuckland,https://www.seek.co.nz/job/39055505?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
BI Business Analyst - work in an agile environment...,Auckland District Health Board,location: AucklandAuckland,https://www.seek.co.nz/job/39055444?type=standard&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
BI Business Analyst - work in an agile environment...,Auckland District Health Board,location: AucklandAuckland,https://www.seek.co.nz/job/39055445?type=standard&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Senior Data Analyst – Digital,TVNZ,location: AucklandAuckland,https://www.seek.co.nz/job/39055416?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Accounts and Office Assistant,Rod Milner Motors,location: AucklandAuckland,https://www.seek.co.nz/job/39055064?type=standard&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
"Work Stream Lead, Caregiver Recruitment and Support Project",Oranga Tamariki,location: WellingtonWellington,https://www.seek.co.nz/job/39055063?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
"Work Stream Lead, Caregiver Recruitment and Support Project",Oranga Tamariki,location: AucklandAuckland,https://www.seek.co.nz/job/39055058?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Administrator Population Health,Lakes District Health Board,location: Bay of PlentyBay of Plenty,https://www.seek.co.nz/job/39055029?type=standard&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
FMC File Supt Officer Sect 1,New Zealand Police,location: GisborneGisborne,https://www.seek.co.nz/job/39055006?type=standard&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Business Analyst - Wealth,NZX Talent,location: AucklandAuckland,https://www.seek.co.nz/job/39054936?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Graduate Data Analyst,Flick Electric Co.,location: WellingtonWellington,https://www.seek.co.nz/job/39054913?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
"Advisor, Education and Advertising",NZ Transport Agency,location: WellingtonWellington,https://www.seek.co.nz/job/39054891?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
"Advisor, Education and Advertising",NZ Transport Agency,location: WellingtonWellington,https://www.seek.co.nz/job/39054892?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Procurement and Logistics Analyst,ABB Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39054751?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Data Delivery Manager,Randstad Technologies,location: AucklandAuckland,https://www.seek.co.nz/job/39054440?type=standout&amp;searchrequesttoken=368e9c01-ab15-4dd8-a01d-940a6dea1ae9
Senior Accounts Administrator,Catch Consulting,location: CanterburyCanterbury,https://www.seek.co.nz/job/39054436?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Customer Data Analyst,Randstad Technologies,location: AucklandAuckland,https://www.seek.co.nz/job/39054289?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
ACCOUNTS RECIEVABLE / ACCOUNTS PAYABLE - Temp 4 - 6 months,KINGS RECRUITMENT LTD,location: AucklandAuckland,https://www.seek.co.nz/job/39054082?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Senior BI Developer,Randstad Technologies,location: WellingtonWellington,https://www.seek.co.nz/job/39053641?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Digital Marketing Specialist,mr motors group limited,location: AucklandAuckland,https://www.seek.co.nz/job/39053633?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
"SALES REPORTING, SALES SUPPORT & GENERAL ADMINISTRATION",Fashion Uniforms 2015 Ltd,location: AucklandAuckland,https://www.seek.co.nz/job/39053481?type=standard&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
"Finance Business Partner, Operations",Moir Group,location: AucklandAuckland,https://www.seek.co.nz/job/39050608?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
OFFICE ADMINISTRATOR: Full Time Position Available,NetYourJob,location: AucklandAuckland,https://www.seek.co.nz/job/39049508?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Relationship Management Specialist - Maternity cover (12 months),The Fred Hollows Foundation NZ,location: AucklandAuckland,https://www.seek.co.nz/job/39049359?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Principal Advisor - Assets,NZ Transport Agency,location: WellingtonWellington,https://www.seek.co.nz/job/39049199?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Principal Advisor - Assets,NZ Transport Agency,location: WellingtonWellington,https://www.seek.co.nz/job/39049198?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Operations Administrator,Auckland,location: AucklandAuckland,https://www.seek.co.nz/job/39049121?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Head of Integration and Data,Halo Consulting Ltd,location: TaranakiTaranaki,https://www.seek.co.nz/job/39048997?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Head of Business Intelligence,Fuse IT Recruitment,location: AucklandAuckland,https://www.seek.co.nz/job/39048824?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Business Development Executive (BDM) | Media Sales,Hybrid,location: AucklandAuckland,https://www.seek.co.nz/job/39048624?type=standard&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
Analyst and Business Support,Waimea Water Limited,location: TasmanTasman,https://www.seek.co.nz/job/39048456?type=standout&amp;searchrequesttoken=0313bd45-b33c-49a3-9280-67d52c9f21f8
